product,HYDROGEL_PACK,VELVETFRUIT_EXTRACT,VEV_4000,VEV_4500,VEV_5000,VEV_5100,VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500
HYDROGEL_PACK,1.0,0.0012850494979053837,-0.0008177653880942798,0.00047865192674666207,0.0004999711083707558,-0.0013203827482773886,0.003443486264271417,-0.000426486334105632,0.005492882516688043,0.010462462735399485,,
VELVETFRUIT_EXTRACT,0.0012850494979053837,1.0,0.580625003741708,0.595310673782091,0.7542387141153805,0.7600251853954376,0.7314868261696597,0.6168695206364317,0.4670588485848508,0.24921505000402194,,
VEV_4000,-0.0008177653880942798,0.580625003741708,1.0,0.9184320118764292,0.8169440427678701,0.7721393208697582,0.7087113078713262,0.5691134838767625,0.396482576532588,0.20296661632136812,,
VEV_4500,0.00047865192674666207,0.595310673782091,0.9184320118764292,1.0,0.8620352925255113,0.829020613125986,0.7668504153112587,0.6218988057952002,0.44201545607021087,0.2280688504391481,,
VEV_5000,0.0004999711083707558,0.7542387141153805,0.8169440427678701,0.8620352925255113,1.0,0.8985489539030445,0.8505933623793845,0.7082095789529604,0.5210310892554567,0.2706785847899272,,
VEV_5100,-0.0013203827482773886,0.7600251853954376,0.7721393208697582,0.829020613125986,0.8985489539030445,1.0,0.846036962875648,0.7071721515449025,0.5226918842048531,0.269195074149251,,
VEV_5200,0.003443486264271417,0.7314868261696597,0.7087113078713262,0.7668504153112587,0.8505933623793845,0.846036962875648,1.0,0.6686089268057273,0.5016587296984533,0.2609247808478807,,
VEV_5300,-0.000426486334105632,0.6168695206364317,0.5691134838767625,0.6218988057952002,0.7082095789529604,0.7071721515449025,0.6686089268057273,1.0,0.4235863010492651,0.223805504034302,,
VEV_5400,0.005492882516688043,0.4670588485848508,0.396482576532588,0.44201545607021087,0.5210310892554567,0.5226918842048531,0.5016587296984533,0.4235863010492651,1.0,0.168828018485365,,
VEV_5500,0.010462462735399485,0.24921505000402194,0.20296661632136812,0.2280688504391481,0.2706785847899272,0.269195074149251,0.2609247808478807,0.223805504034302,0.168828018485365,1.0,,
VEV_6000,,,,,,,,,,,,
VEV_6500,,,,,,,,,,,,
