day,time_bucket,product,strike,panel_mid,panel_spot,tau_years,bs_price,heston_price,bs_residual,heston_residual
1,early,VEV_4000,4000,1249.5,5249.5,0.015873015873015872,1249.4999999999995,1249.499999999996,4.547473508864641e-13,4.092726157978177e-12
1,early,VEV_4500,4500,750.0,5249.5,0.015873015873015872,749.5000470360301,749.5000680055579,0.4999529639699176,0.4999319944421359
1,early,VEV_5000,5000,255.0,5249.5,0.015873015873015872,254.71389602751424,254.81797757149764,0.2861039724857619,0.18202242850236416
1,early,VEV_5100,5100,167.0,5249.5,0.015873015873015872,167.38383958357463,167.50900660982853,-0.3838395835746269,-0.509006609828532
1,early,VEV_5200,5200,96.5,5249.5,0.015873015873015872,96.2806615295176,96.34010707860989,0.2193384704823984,0.15989292139011013
1,early,VEV_5300,5300,48.0,5249.5,0.015873015873015872,47.02501381341699,46.97077350588622,0.9749861865830098,1.0292264941137788
1,early,VEV_5400,5400,17.0,5249.5,0.015873015873015872,19.045726289718004,18.926741575977093,-2.0457262897180044,-1.9267415759770934
1,early,VEV_5500,5500,7.5,5249.5,0.015873015873015872,6.297332605617726,6.193133022598493,1.2026673943822743,1.3068669774015067
1,late,VEV_4000,4000,1257.5,5257.5,0.015873015873015872,1257.5,1257.5000000000039,0.0,-3.865352482534945e-12
1,late,VEV_4500,4500,758.0,5257.5,0.015873015873015872,757.5000101709838,757.5000155187358,0.4999898290161582,0.49998448126416406
1,late,VEV_5000,5000,261.0,5257.5,0.015873015873015872,261.23332123327145,261.3244221908009,-0.23332123327145382,-0.324422190800874
1,late,VEV_5100,5100,171.0,5257.5,0.015873015873015872,171.8415328629053,171.96688054257288,-0.8415328629052965,-0.9668805425728806
1,late,VEV_5200,5200,98.5,5257.5,0.015873015873015872,98.17302483525646,98.24363976783609,0.32697516474354416,0.2563602321639138
1,late,VEV_5300,5300,49.0,5257.5,0.015873015873015872,46.9831625175525,46.93515924438919,2.0168374824474995,2.0648407556108097
1,late,VEV_5400,5400,15.5,5257.5,0.015873015873015872,18.30430135832853,18.18354097978456,-2.80430135832853,-2.68354097978456
1,late,VEV_5500,5500,6.5,5257.5,0.015873015873015872,5.695973475680546,5.590533726051426,0.804026524319454,0.9094662739485742
1,mid,VEV_4000,4000,1240.5,5240.5,0.015873015873015872,1240.5,1240.500000000007,0.0,-7.048583938740194e-12
1,mid,VEV_4500,4500,740.5,5240.5,0.015873015873015872,740.5000407384714,740.5000442680205,-4.073847139807185e-05,-4.426802047419187e-05
1,mid,VEV_5000,5000,246.0,5240.5,0.015873015873015872,245.9611847998176,245.98283989110553,0.03881520018239826,0.017160108894472614
1,mid,VEV_5100,5100,158.0,5240.5,0.015873015873015872,159.33248083252784,159.35754338025086,-1.3324808325278354,-1.3575433802508599
1,mid,VEV_5200,5200,90.5,5240.5,0.015873015873015872,89.70211917558436,89.71238994674808,0.7978808244156426,0.7876100532519246
1,mid,VEV_5300,5300,44.0,5240.5,0.015873015873015872,42.5159124120994,42.503364564069905,1.4840875879006035,1.496635435930095
1,mid,VEV_5400,5400,14.5,5240.5,0.015873015873015872,16.555682216815626,16.532127290003643,-2.055682216815626,-2.0321272900036433
1,mid,VEV_5500,5500,5.5,5240.5,0.015873015873015872,5.213470939096112,5.194442451992894,0.28652906090388797,0.3055575480071058
2,early,VEV_4000,4000,1266.5,5266.5,0.011904761904761904,1266.5,1266.499999999998,0.0,2.0463630789890885e-12
2,early,VEV_4500,4500,766.5,5266.5,0.011904761904761904,766.5000042804722,766.5000161274941,-4.280472239770461e-06,-1.612749406376679e-05
2,early,VEV_5000,5000,269.5,5266.5,0.011904761904761904,269.46447826457916,269.72395589586534,0.03552173542084347,-0.2239558958653447
2,early,VEV_5100,5100,178.0,5266.5,0.011904761904761904,178.68057760951615,179.06913505093726,-0.6805776095161491,-1.0691350509372626
2,early,VEV_5200,5200,103.5,5266.5,0.011904761904761904,102.84566966066313,103.0973330809222,0.654330339336866,0.4026669190778023
2,early,VEV_5300,5300,51.0,5266.5,0.011904761904761904,49.42723272212788,49.306138805861444,1.5727672778721171,1.693861194138556
2,early,VEV_5400,5400,16.5,5266.5,0.011904761904761904,19.222450699541014,18.845674228774595,-2.722450699541014,-2.3456742287745946
2,early,VEV_5500,5500,6.5,5266.5,0.011904761904761904,5.923017616124014,5.582835379199926,0.5769823838759862,0.9171646208000741
2,late,VEV_4000,4000,1258.5,5258.5,0.011904761904761904,1258.5,1258.5000000000068,0.0,-6.821210263296962e-12
2,late,VEV_4500,4500,759.0,5258.5,0.011904761904761904,758.5000008076186,758.5000008016677,0.49999919238143775,0.4999991983322616
2,late,VEV_5000,5000,261.0,5258.5,0.011904761904761904,260.90361174465215,260.90110947047515,0.09638825534784701,0.09889052952485144
2,late,VEV_5100,5100,169.0,5258.5,0.011904761904761904,169.5564772537282,169.55184429241385,-0.5564772537281897,-0.5518442924138469
2,late,VEV_5200,5200,93.5,5258.5,0.011904761904761904,93.879751212482,93.87624886770902,-0.37975121248200594,-0.3762488677090232
2,late,VEV_5300,5300,44.0,5258.5,0.011904761904761904,42.22701341416359,42.22847930512803,1.7729865858364064,1.7715206948719668
2,late,VEV_5400,5400,13.0,5258.5,0.011904761904761904,14.85410781210851,14.859165487544251,-1.8541078121085093,-1.8591654875442511
2,late,VEV_5500,5500,4.5,5258.5,0.011904761904761904,3.98563496472957,3.9900442421561864,0.5143650352704299,0.5099557578438136
