day,time_bucket,product,strike,panel_mid,panel_spot,mean_spread,mean_rel_spread_bps,mean_depth_1,mean_imbalance_1,intrinsic_value,extrinsic_value,moneyness,tau_years,tte_days,trade_count,trade_notional,bs_iv,bs_iv_valid,delta,gamma,vega,theta
1,early,VEV_4000,4000,1249.5,5249.5,20.837132573485302,166.63607864243934,21.89592081583683,0.0013687959301545562,1249.5,0.0,1.312375,0.015873015873015872,4.0,61.0,146389.0,,0,1.0,,,
1,early,VEV_4500,4500,750.0,5249.5,15.870125974805038,211.47652648031828,17.81163767246551,0.0014607055866451047,749.5,0.0,1.1665555555555556,0.015873015873015872,4.0,0.0,0.0,0.47917169391672315,1,0.9950891028115425,4.4901893697172455e-05,9.411333061545372,-142.05379876112738
1,early,VEV_5000,5000,255.0,5249.5,6.059088182363527,236.78600677433255,30.27144571085783,-0.014070046497272469,249.5,5.5,1.0499,0.015873015873015872,4.0,0.0,0.0,0.264932732338893,1,0.9299696485989688,0.0007665382076263048,88.83104191657165,-741.3288955212438
1,early,VEV_5100,5100,167.0,5249.5,4.333233353329335,257.61494017900554,38.4622075584883,-0.003363838984121885,149.5,17.5,1.029313725490196,0.015873015873015872,4.0,0.0,0.0,0.25949480769769584,1,0.8159624493977341,0.0015502841220928112,175.9686499339752,-1438.3829557263614
1,early,VEV_5200,5200,96.5,5249.5,2.925614877024595,299.57371180140905,44.460707858428314,0.01021080263440766,49.5,47.5,1.0095192307692307,0.015873015873015872,4.0,1.0,392.0,0.26253949401629667,1,0.6190430562215129,0.002194501256906191,252.01466205156237,-2084.159758580713
1,early,VEV_5300,5300,48.0,5249.5,2.149370125974805,447.0938189411887,40.10137972405519,0.0002009908260429768,0.0,48.0,0.9904716981132076,0.015873015873015872,4.0,13.0,1789.0,0.2655032007878926,1,0.39377613036943154,0.0021908986826475554,254.44117121020423,-2127.980779108676
1,early,VEV_5400,5400,17.0,5249.5,1.4319136172765448,831.5322853729856,43.2246550689862,0.006490139410208547,0.0,17.0,0.9721296296296297,0.015873015873015872,4.0,27.0,1492.0,0.25044431660576794,1,0.1894153428317103,0.0016352049826712563,179.1342843569198,-1413.1896479326106
1,early,VEV_5500,5500,7.5,5249.5,1.1904619076184764,1583.2953500766687,44.068386322735456,-0.0010912038068901595,0.0,7.5,0.9544545454545454,0.015873015873015872,4.0,31.0,732.0,0.27326573783710273,1,0.09064905853986022,0.000903328634977125,107.97576535061611,-929.4414313924523
1,early,VEV_6000,6000,0.5,5249.5,1.0,20000.0,44.784343131373724,-0.0003554449045986625,0.0,0.5,0.8749166666666667,0.015873015873015872,4.0,33.0,0.0,0.41555320803362467,1,0.005765983903952682,5.9720462608560946e-05,10.855382559891597,-142.0961549866492
1,early,VEV_6500,6500,0.5,5249.5,1.0,20000.0,30.981703659268145,-0.0006163208547452293,0.0,0.5,0.8076153846153846,0.015873015873015872,4.0,33.0,0.0,0.6294588975757656,1,0.003969623606785433,2.8263813001257726e-05,7.782039995597857,-154.30194097036556
1,late,VEV_4000,4000,1257.5,5257.5,20.899489948994898,166.43836539410268,22.025802580258027,0.0013488612655263065,1257.5,0.0,1.314375,0.015873015873015872,4.0,48.0,131755.0,,0,1.0,,,
1,late,VEV_4500,4500,758.0,5257.5,15.96039603960396,211.2037657950674,17.825382538253827,0.00042640417104334097,757.5,0.0,1.1683333333333332,0.015873015873015872,4.0,0.0,0.0,0.4833408240817435,1,0.9951352695713224,4.407428427816237e-05,9.346666783223258,-142.3052072007485
1,late,VEV_5000,5000,261.0,5257.5,6.135613561356136,236.54696001656055,30.512451245124513,-0.006375499888397103,257.5,3.5,1.0515,0.015873015873015872,4.0,0.0,0.0,0.2457126619787261,1,0.9492537723476158,0.0006412083007077443,69.12651874215021,-535.0357194038648
1,late,VEV_5100,5100,171.0,5257.5,4.34023402340234,256.0678012160402,37.8982898289829,-0.012229121949465897,157.5,13.5,1.0308823529411764,0.015873015873015872,4.0,0.0,0.0,0.24380347593035132,1,0.8426840310179347,0.0014900360218308426,159.38765241067583,-1224.066805860194
1,late,VEV_5200,5200,98.5,5257.5,2.9291929192919293,300.76672012888804,44.66096609660966,0.0029791766101078658,57.5,41.0,1.0110576923076924,0.015873015873015872,4.0,1.0,470.0,0.2503518877399691,1,0.6422292771531282,0.0022511891543047394,247.27537634039203,-1950.0345036404954
1,late,VEV_5300,5300,49.0,5257.5,2.1404140414041404,441.2789840151611,40.33033303330333,-0.003751582732351571,0.0,49.0,0.9919811320754717,0.015873015873015872,4.0,10.0,1769.0,0.25687827007056546,1,0.4080394690042382,0.0022820561456037797,257.20043945884896,-2081.179924411717
1,late,VEV_5400,5400,15.5,5257.5,1.3942394239423943,923.2319555493851,43.36813681368137,0.00453530845822992,0.0,15.5,0.9736111111111111,0.015873015873015872,4.0,28.0,1601.0,0.23360535203490587,1,0.18567503426029947,0.0017289674792300067,177.20975547334513,-1304.0101403081665
1,late,VEV_5500,5500,6.5,5257.5,1.1266126612661267,1819.3527844499133,44.393039303930394,-0.00048706799246395573,0.0,6.5,0.9559090909090909,0.015873015873015872,4.0,33.0,723.0,0.2571177173764952,1,0.08443981118760874,0.0009091584714745449,102.56273818068429,-830.6769595603705
1,late,VEV_6000,6000,0.5,5257.5,1.0,20000.0,44.88538853885389,-0.0002330320519450746,0.0,0.5,0.87625,0.015873015873015872,4.0,34.0,0.0,0.411305260748309,1,0.0058114181837401885,6.0666490982195674e-05,10.947908352886744,-141.84236744157914
1,late,VEV_6500,6500,0.5,5257.5,1.0,20000.0,30.917191719171917,-0.00037148781302298334,0.0,0.5,0.8088461538461539,0.015873015873015872,4.0,34.0,0.0,0.6253802545545473,1,0.003987289423039501,2.8518036442075035e-05,7.824954084051081,-154.1475109742875
1,mid,VEV_4000,4000,1240.5,5240.5,20.586858685868588,166.145775229255,21.754875487548755,-0.0017971344769504463,1240.5,0.0,1.310125,0.015873015873015872,4.0,55.0,137469.0,,0,1.0,,,
1,mid,VEV_4500,4500,740.5,5240.5,15.608160816081607,211.1875339400703,17.884188418841884,-0.0013509821923016186,740.5,0.0,1.1645555555555556,0.015873015873015872,4.0,1.0,733.0,,0,1.0,,,
1,mid,VEV_5000,5000,246.0,5240.5,5.82988298829883,238.63429123985745,31.97119711971197,-0.0004988793328555224,240.5,5.5,1.0481,0.015873015873015872,4.0,1.0,238.0,0.2578111202091929,1,0.9282098257301075,0.0008042534758356452,90.38565167812058,-734.0264224641867
1,mid,VEV_5100,5100,158.0,5240.5,4.097509750975098,261.4216790970882,39.588658865886586,-0.012811589173398903,140.5,17.5,1.0275490196078432,0.015873015873015872,4.0,1.0,152.0,0.25001872546943477,1,0.8101660050202708,0.001643031564058214,179.07021077554634,-1410.2835348308215
1,mid,VEV_5200,5200,90.5,5240.5,2.778877887788779,310.0594183940904,45.732973297329735,-0.0020570849656421277,40.5,50.0,1.0077884615384616,0.015873015873015872,4.0,5.0,1043.0,0.2605095201381922,1,0.5997853559567463,0.002246505734427865,255.11502175289525,-2093.4865947520725
1,mid,VEV_5300,5300,44.0,5240.5,2.0366036603660365,469.93127341298293,40.95169516951695,0.003625382752716199,0.0,44.0,0.9887735849056604,0.015873015873015872,4.0,16.0,2189.0,0.26332633720265797,1,0.37307674049109385,0.002177499638464533,249.95238842673606,-2073.2999779632555
1,mid,VEV_5400,5400,14.5,5240.5,1.333033303330333,967.4924758461617,43.693669366936696,-0.005741170836875518,0.0,14.5,0.970462962962963,0.015873015873015872,4.0,26.0,1157.0,0.24534165026857135,1,0.16991047233887235,0.0015616799096074196,167.01989513953956,-1290.7735060883786
1,mid,VEV_5500,5500,5.5,5240.5,1.141014101410141,2070.997226262753,44.45544554455446,0.00038468231552697875,0.0,5.5,0.9528181818181818,0.015873015873015872,4.0,28.0,468.0,0.2605622292476021,1,0.07271679068213786,0.0008036215643369891,91.27838436814255,-749.1865283621049
1,mid,VEV_6000,6000,0.5,5240.5,1.0,20000.0,44.99039903990399,0.00016594550628928176,0.0,0.5,0.8734166666666666,0.015873015873015872,4.0,31.0,0.0,0.42033543062582235,1,0.005715912560772627,5.868635950149285e-05,10.75320857492397,-142.37856854392348
1,mid,VEV_6500,6500,0.5,5240.5,1.0,20000.0,30.993999399939995,0.00014872363758817526,0.0,0.5,0.8062307692307692,0.015873015873015872,4.0,31.0,0.0,0.6340525533684207,1,0.003950004427366829,2.798278229495731e-05,7.734300660808837,-154.47452209890454
2,early,VEV_4000,4000,1266.5,5266.5,21.06508698260348,166.37336054785925,21.84733053389322,-0.0004075989344338151,1266.5,0.0,1.316625,0.011904761904761904,3.0,47.0,108886.0,,0,1.0,,,
2,early,VEV_4500,4500,766.5,5266.5,16.16376724655069,210.98101646026907,17.985602879424114,0.00030774608432606237,766.5,0.0,1.1703333333333332,0.011904761904761904,3.0,0.0,0.0,,0,1.0,,,
2,early,VEV_5000,5000,269.5,5266.5,6.330233953209358,235.3447673219417,29.79214157168566,-0.005588876991011028,266.5,3.0,1.0533,0.011904761904761904,3.0,0.0,0.0,0.2824649250774407,1,0.9554648836165994,0.0005791209216204596,54.01304643451244,-640.7852268018131
2,early,VEV_5100,5100,178.0,5266.5,4.514697060587882,254.31220689778735,37.76994601079784,0.008474231651855452,166.5,11.5,1.0326470588235295,0.011904761904761904,3.0,0.0,0.0,0.2765429593322119,1,0.8598809729077564,0.001401475254590441,127.97140288803071,-1486.3627995111328
2,early,VEV_5200,5200,103.5,5266.5,3.0341931613677264,294.30675528326964,44.18266346730654,-0.005091079480749415,66.5,37.0,1.0127884615384615,0.011904761904761904,3.0,0.0,0.0,0.28493115153544596,1,0.6643236877190939,0.0022268756901205455,209.50809045792346,-2507.2060217470776
2,early,VEV_5300,5300,51.0,5266.5,2.1910617876424716,433.0278420491613,40.4499100179964,0.008870823190506388,0.0,51.0,0.9936792452830189,0.011904761904761904,3.0,12.0,2496.0,0.2887883605025574,1,0.4264258840907701,0.0023630742812014048,225.3315217607502,-2733.071071031003
2,early,VEV_5400,5400,16.5,5266.5,1.4169166166766647,872.2673270438543,43.74565086982604,-0.0017296142220525439,0.0,16.5,0.9752777777777778,0.011904761904761904,3.0,28.0,1540.0,0.26512356360065487,1,0.19740987607865595,0.0018232850518693628,159.61282747438216,-1777.3191078881582
2,early,VEV_5500,5500,6.5,5266.5,1.150869826034793,1728.9865628453329,44.67036592681464,0.002406275493381219,0.0,6.5,0.9575454545454546,0.011904761904761904,3.0,31.0,683.0,0.2883209079464841,1,0.08639374799017968,0.0009507439153609521,90.51167095579216,-1096.0491002885512
2,early,VEV_6000,6000,0.5,5266.5,1.0,20000.0,45.23155368926215,-0.00014231650007540909,0.0,0.5,0.87775,0.011904761904761904,3.0,31.0,0.0,0.46941985826858507,1,0.005863607854424143,6.176221029953538e-05,9.573024684669804,-188.7382514085334
2,early,VEV_6500,6500,0.5,5266.5,1.0,20000.0,30.956808638272346,-0.00031817638851742205,0.0,0.5,0.8102307692307692,0.011904761904761904,3.0,31.0,0.0,0.7168345427015617,1,0.004007423256633112,2.880913206378347e-05,6.818894799368523,-205.2968120798865
2,late,VEV_4000,4000,1258.5,5258.5,20.962796279627963,166.66375941550638,21.84038403840384,-5.115597196477113e-05,1258.5,0.0,1.314625,0.011904761904761904,3.0,39.0,102902.0,,0,1.0,,,
2,late,VEV_4500,4500,759.0,5258.5,16.025502550255027,211.48328512717973,18.034503450345035,3.256990602784001e-05,758.5,0.0,1.1685555555555556,0.011904761904761904,3.0,0.0,0.0,0.5587148100119136,1,0.9951409791945238,4.3972458598389724e-05,8.087520650593788,-189.78193767808537
2,late,VEV_5000,5000,261.0,5258.5,6.165916591659166,236.9263133844489,30.808880888088808,-0.00012048123458473837,258.5,2.5,1.0517,0.011904761904761904,3.0,0.0,0.0,0.2662745501976742,1,0.9599031209344739,0.0005651670983546154,49.539429544174226,-554.0257513948234
2,late,VEV_5100,5100,169.0,5258.5,4.343234323432343,257.9730741083302,38.8022802280228,-0.005718352037134805,158.5,10.5,1.031078431372549,0.011904761904761904,3.0,0.0,0.0,0.2599298408854362,1,0.8628745024897124,0.0014715076155355144,125.91084120569396,-1374.5753666545934
2,late,VEV_5200,5200,93.5,5258.5,2.851185118511851,306.05396008905115,45.45604560456046,0.003981248804039479,58.5,35.0,1.01125,0.011904761904761904,3.0,1.0,252.0,0.2625071030482263,1,0.6572279994415717,0.002440310582315516,210.87768871183275,-2324.9894287724524
2,late,VEV_5300,5300,44.0,5258.5,2.0417041704170416,475.6083449348914,41.17221722172217,-0.004571176447915327,0.0,44.0,0.9921698113207548,0.011904761904761904,3.0,14.0,1990.0,0.27230668206172115,1,0.4013996492807551,0.002475070473214964,221.86578777284578,-2537.4525343202126
2,late,VEV_5400,5400,13.0,5258.5,1.3105310531053105,1059.6729072618373,43.82268226822682,-6.543790910780056e-05,0.0,13.0,0.9737962962962963,0.011904761904761904,3.0,18.0,766.0,0.2518342435615518,1,0.17038998485181572,0.0017539331347557682,145.402638322337,-1537.9292642179053
2,late,VEV_5500,5500,4.5,5258.5,1.0924092409240924,2489.841025394581,44.83528352835283,-0.002760022637945325,0.0,4.5,0.9560909090909091,0.011904761904761904,3.0,27.0,396.0,0.27145915460691583,1,0.06665117564439146,0.0008300729276196767,74.17630787297932,-845.7051887365741
2,late,VEV_6000,6000,0.5,5258.5,1.0,20000.0,45.14371437143714,-0.0001859107208071578,0.0,0.5,0.8764166666666666,0.011904761904761904,3.0,27.0,0.0,0.4743214868350273,1,0.00581716014182995,6.078657038430436e-05,9.491282720029327,-189.08061193290837
2,late,VEV_6500,6500,0.5,5258.5,1.0,20000.0,31.08130813081308,-0.00041534179536924096,0.0,0.5,0.809,0.011904761904761904,3.0,27.0,0.0,0.7215385653759459,1,0.003989512841447758,2.855011176022501e-05,6.781282417692552,-205.50418505698244
2,mid,VEV_4000,4000,1241.5,5241.5,20.673567356735674,166.41606923718695,21.762676267626762,0.0013882360566100148,1241.5,0.0,1.310375,0.011904761904761904,3.0,42.0,109415.0,,0,1.0,,,
2,mid,VEV_4500,4500,742.0,5241.5,15.693369336933694,211.41991091694948,18.019201920192017,0.0015324913032330831,741.5,0.0,1.1647777777777777,0.011904761904761904,3.0,0.0,0.0,0.5484733877393633,1,0.9950420470491381,4.5753258247731035e-05,8.20747335525197,-189.06639006929552
2,mid,VEV_5000,5000,246.0,5241.5,5.8637863786378635,238.22992265737878,31.654665466546653,0.016726453767221185,241.5,4.0,1.0483,0.011904761904761904,3.0,0.0,0.0,0.28516869284722324,1,0.9371852848675193,0.0007570609283099812,70.60973345439332,-845.6987864421683
2,mid,VEV_5100,5100,155.0,5241.5,4.074107410741074,262.02787158477594,39.74917491749175,0.012821654154389031,141.5,13.5,1.0277450980392158,0.011904761904761904,3.0,0.0,0.0,0.26307728985931766,1,0.833421998375355,0.001660093432931106,142.8393236156945,-1578.2668499705078
2,mid,VEV_5200,5200,84.5,5241.5,2.696069606960696,317.3251304124161,46.38553855385538,-0.0028624820342008895,41.5,43.0,1.0079807692307692,0.011904761904761904,3.0,7.0,1898.0,0.27079779201495313,1,0.6117220928383709,0.002474333130541558,219.1468252107945,-2492.4680085551413
2,mid,VEV_5300,5300,39.0,5241.5,1.9201920192019202,493.8606576485444,40.812181218121815,-0.001845840859731153,0.0,39.0,0.9889622641509433,0.011904761904761904,3.0,19.0,2516.0,0.27916302394449133,1,0.3634834340343993,0.0023510547735341968,214.66069712507084,-2516.863831921629
2,mid,VEV_5400,5400,11.5,5241.5,1.2571257125712572,1088.0673915973891,43.58595859585959,0.00034562964733347667,0.0,11.5,0.9706481481481481,0.011904761904761904,3.0,34.0,1334.0,0.2606161273223521,1,0.15069481616094094,0.001569176873857023,133.75347688122045,-1464.0491527487043
2,mid,VEV_5500,5500,4.5,5241.5,1.1044104410441045,2554.918928456282,44.20522052205221,-0.0018140539419653173,0.0,4.5,0.953,0.011904761904761904,3.0,36.0,528.0,0.28668435375587287,1,0.06383143956340348,0.0007625307404177293,71.4978927180575,-860.8877410888879
2,mid,VEV_6000,6000,0.5,5241.5,1.0,20000.0,44.70687068706871,-0.00039019657724606935,0.0,0.5,0.8735833333333334,0.011904761904761904,3.0,37.0,0.0,0.4847477875269988,1,0.005721422604707184,5.879972086545044e-05,9.322298268796699,-189.79646533957083
2,mid,VEV_6500,6500,0.5,5241.5,1.0,20000.0,31.015901590159014,-0.0006168517560197372,0.0,0.5,0.8063846153846154,0.011904761904761904,3.0,37.0,0.0,0.7315511440725091,1,0.003952171165516608,2.8013751912060468e-05,6.702670439466586,-205.94054158997633
3,early,VEV_4000,4000,1242.5,5242.5,20.695860827834434,166.11447763259076,21.72915416916617,0.0012759910246125078,1242.5,0.0,1.310625,0.007936507936507936,2.0,47.0,116949.0,,0,1.0,,,
